Código (SKU),Descrição / Nome,Modelo / Referência,Divisão,Categoria,Subcategoria,Preço de Venda (R$),Custo (R$),Temporada,Coleção,Nível de Risco,Faixa de Preço,Cor (nome do fornecedor),Material Principal
SKU_1639_WHI,Blusas Blusa Manga Curta SKU_1639_WHI,,Feminino,Blusas,Blusa Manga Curta,189.9,60.39,,PV25,,,,
SKU_1640_IVO,Shorts e Bermudas Short Alfaiataria SKU_1640_IVO,,Feminino,Shorts e Bermudas,Short Alfaiataria,219.9,72.39,,PV25,,,,
SKU_1640_TEA,Shorts e Bermudas Short Alfaiataria SKU_1640_TEA,,Feminino,Shorts e Bermudas,Short Alfaiataria,219.9,72.39,,PV25,,,,
SKU_1641_MEX,Macacões Macaquinho SKU_1641_MEX,,Feminino,Macacões,Macaquinho,324.9,103.32,,PV25,,,,
SKU_1641_SER,Macacões Macaquinho SKU_1641_SER,,Feminino,Macacões,Macaquinho,324.9,103.32,,PV25,,,,
SKU_1642_OFF,Shorts e Bermudas Short Jeans SKU_1642_OFF,,Feminino,Shorts e Bermudas,Short Jeans,224.9,74.44,,PV25,,,,
SKU_1642_SAL,Shorts e Bermudas Short Jeans SKU_1642_SAL,,Feminino,Shorts e Bermudas,Short Jeans,224.9,74.44,,PV25,,,,
SKU_1643_EGR,Camisas Camisa Estampada SKU_1643_EGR,,Feminino,Camisas,Camisa Estampada,224.9,68.86,,PV25,,,,
SKU_1643_PAS,Camisas Camisa Estampada SKU_1643_PAS,,Feminino,Camisas,Camisa Estampada,224.9,68.86,,PV25,,,,
SKU_1644_BAB,Camisas Camisa Estampada SKU_1644_BAB,,Feminino,Camisas,Camisa Estampada,319.9,91.97,,PV25,,,,
SKU_1644_PEA,Camisas Camisa Estampada SKU_1644_PEA,,Feminino,Camisas,Camisa Estampada,319.9,91.97,,PV25,,,,
SKU_1645_MIN,Vestidos Vestido Curto SKU_1645_MIN,,Feminino,Vestidos,Vestido Curto,399.9,114.09,,PV25,,,,
SKU_1645_MYS,Vestidos Vestido Curto SKU_1645_MYS,,Feminino,Vestidos,Vestido Curto,399.9,114.09,,PV25,,,,
SKU_1646_BLU,Shorts e Bermudas Short Alfaiataria SKU_1646_BLU,,Feminino,Shorts e Bermudas,Short Alfaiataria,204.9,64.95,,PV25,,,,
SKU_1646_CLE,Shorts e Bermudas Short Alfaiataria SKU_1646_CLE,,Feminino,Shorts e Bermudas,Short Alfaiataria,204.9,64.95,,PV25,,,,
SKU_1647_ARM,Vestidos Vestido Curto SKU_1647_ARM,,Feminino,Vestidos,Vestido Curto,339.9,111.05,,PV25,,,,
SKU_1647_BLA,Vestidos Vestido Curto SKU_1647_BLA,,Feminino,Vestidos,Vestido Curto,339.9,111.05,,PV25,,,,
SKU_1648_FLA,Vestidos Vestido Longo SKU_1648_FLA,,Feminino,Vestidos,Vestido Longo,699.9,249.44,,PV25,,,,
SKU_1648_RAS,Vestidos Vestido Longo SKU_1648_RAS,,Feminino,Vestidos,Vestido Longo,699.9,249.44,,PV25,,,,
SKU_1649_FLA,Camisas Camisa Estampada SKU_1649_FLA,,Feminino,Camisas,Camisa Estampada,234.9,77.33,,PV25,,,,
SKU_1649_GAR,Camisas Camisa Estampada SKU_1649_GAR,,Feminino,Camisas,Camisa Estampada,234.9,77.33,,PV25,,,,
SKU_1650_EGR,Vestidos Vestido Longo SKU_1650_EGR,,Feminino,Vestidos,Vestido Longo,1004.9,319.56,,PV25,,,,
SKU_1650_OLI,Vestidos Vestido Longo SKU_1650_OLI,,Feminino,Vestidos,Vestido Longo,1004.9,319.56,,PV25,,,,
SKU_1651_PAS,Blusas Blusa Manga Curta SKU_1651_PAS,,Feminino,Blusas,Blusa Manga Curta,264.9,87.68,,PV25,,,,
SKU_1651_SAL,Blusas Blusa Manga Curta SKU_1651_SAL,,Feminino,Blusas,Blusa Manga Curta,264.9,87.68,,PV25,,,,
SKU_1652_MOS,Blusas Blusa Manga Curta SKU_1652_MOS,,Feminino,Blusas,Blusa Manga Curta,219.9,67.62,,PV25,,,,
SKU_1652_TEA,Blusas Blusa Manga Curta SKU_1652_TEA,,Feminino,Blusas,Blusa Manga Curta,219.9,67.62,,PV25,,,,
SKU_1653_BAB,Saias Saia Midi SKU_1653_BAB,,Feminino,Saias,Saia Midi,359.9,114.96,,PV25,,,,
SKU_1653_ROS,Saias Saia Midi SKU_1653_ROS,,Feminino,Saias,Saia Midi,359.9,114.96,,PV25,,,,
SKU_1654_CRE,Camisas Camisa Alfaiataria SKU_1654_CRE,,Feminino,Camisas,Camisa Alfaiataria,309.9,90.67,,PV25,,,,
SKU_1654_NAV,Camisas Camisa Alfaiataria SKU_1654_NAV,,Feminino,Camisas,Camisa Alfaiataria,309.9,90.67,,PV25,,,,
SKU_1655_SNO,Bolsas Bolsa Tiracolo SKU_1655_SNO,,Acessórios,Bolsas,Bolsa Tiracolo,644.9,208.52,,PV25,,,,
SKU_1655_TEA,Bolsas Bolsa Tiracolo SKU_1655_TEA,,Acessórios,Bolsas,Bolsa Tiracolo,644.9,208.52,,PV25,,,,
SKU_1656_FUC,Saias Saia Curta SKU_1656_FUC,,Feminino,Saias,Saia Curta,234.9,84.93,,PV25,,,,
SKU_1656_SNO,Saias Saia Curta SKU_1656_SNO,,Feminino,Saias,Saia Curta,234.9,84.93,,PV25,,,,
SKU_1657_EME,Saias Saia Midi SKU_1657_EME,,Feminino,Saias,Saia Midi,214.9,76.22,,PV25,,,,
SKU_1657_SPA,Saias Saia Midi SKU_1657_SPA,,Feminino,Saias,Saia Midi,214.9,76.22,,PV25,,,,
SKU_1658_BAB,Vestidos Vestido Longo SKU_1658_BAB,,Feminino,Vestidos,Vestido Longo,879.9,335.2,,PV25,,,,
SKU_1658_MYS,Vestidos Vestido Longo SKU_1658_MYS,,Feminino,Vestidos,Vestido Longo,879.9,335.2,,PV25,,,,
SKU_1659_MOS,Vestidos Vestido de Festa SKU_1659_MOS,,Feminino,Vestidos,Vestido de Festa,1024.9,339.24,,PV25,,,,
SKU_1659_SNO,Vestidos Vestido de Festa SKU_1659_SNO,,Feminino,Vestidos,Vestido de Festa,1024.9,339.24,,PV25,,,,
SKU_1660_MAG,Calças Calça Pantalona SKU_1660_MAG,,Feminino,Calças,Calça Pantalona,314.9,103.67,,PV25,,,,
SKU_1660_NAV,Calças Calça Pantalona SKU_1660_NAV,,Feminino,Calças,Calça Pantalona,314.9,103.67,,PV25,,,,
SKU_1661_CER,Vestidos Vestido Longo SKU_1661_CER,,Feminino,Vestidos,Vestido Longo,989.9,327.66,,PV25,,,,
SKU_1661_WHI,Vestidos Vestido Longo SKU_1661_WHI,,Feminino,Vestidos,Vestido Longo,989.9,327.66,,PV25,,,,
SKU_1662_LIG,T-shirts e Regatas T-shirt Estampada SKU_1662_LIG,,Feminino,T-shirts e Regatas,T-shirt Estampada,199.9,62.04,,PV25,,,,
SKU_1662_PIS,T-shirts e Regatas T-shirt Estampada SKU_1662_PIS,,Feminino,T-shirts e Regatas,T-shirt Estampada,199.9,62.04,,PV25,,,,
SKU_1663_FLA,Vestidos Vestido de Festa SKU_1663_FLA,,Feminino,Vestidos,Vestido de Festa,794.9,255.25,,PV25,,,,
SKU_1663_SNO,Vestidos Vestido de Festa SKU_1663_SNO,,Feminino,Vestidos,Vestido de Festa,794.9,255.25,,PV25,,,,
SKU_1664_MIN,Vestidos Vestido Curto SKU_1664_MIN,,Feminino,Vestidos,Vestido Curto,329.9,99.57,,PV25,,,,
SKU_1664_PIN,Vestidos Vestido Curto SKU_1664_PIN,,Feminino,Vestidos,Vestido Curto,329.9,99.57,,PV25,,,,
SKU_1665_RAS,Blusas Blusa Manga Curta SKU_1665_RAS,,Feminino,Blusas,Blusa Manga Curta,249.9,74.0,,PV25,,,,
SKU_1665_SAG,Blusas Blusa Manga Curta SKU_1665_SAG,,Feminino,Blusas,Blusa Manga Curta,249.9,74.0,,PV25,,,,
SKU_1666_FUC,Vestidos Vestido Longo SKU_1666_FUC,,Feminino,Vestidos,Vestido Longo,799.9,280.53,,PV25,,,,
SKU_1666_PAS,Vestidos Vestido Longo SKU_1666_PAS,,Feminino,Vestidos,Vestido Longo,799.9,280.53,,PV25,,,,
SKU_1667_LIG,Saias Saia Curta SKU_1667_LIG,,Feminino,Saias,Saia Curta,209.9,76.39,,PV25,,,,
SKU_1667_MID,Saias Saia Curta SKU_1667_MID,,Feminino,Saias,Saia Curta,209.9,76.39,,PV25,,,,
SKU_1668_DEN,Shorts e Bermudas Short Alfaiataria SKU_1668_DEN,,Feminino,Shorts e Bermudas,Short Alfaiataria,269.9,104.68,,PV25,,,,
SKU_1668_VAN,Shorts e Bermudas Short Alfaiataria SKU_1668_VAN,,Feminino,Shorts e Bermudas,Short Alfaiataria,269.9,104.68,,PV25,,,,
SKU_1669_COR,Blusas Body SKU_1669_COR,,Feminino,Blusas,Body,199.9,77.12,,PV25,,,,
SKU_1669_TEA,Blusas Body SKU_1669_TEA,,Feminino,Blusas,Body,199.9,77.12,,PV25,,,,
SKU_1670_PEA,T-shirts e Regatas Regata SKU_1670_PEA,,Feminino,T-shirts e Regatas,Regata,144.9,47.96,,PV25,,,,
SKU_1670_SAP,T-shirts e Regatas Regata SKU_1670_SAP,,Feminino,T-shirts e Regatas,Regata,144.9,47.96,,PV25,,,,
SKU_1671_MIN,Saias Saia Midi SKU_1671_MIN,,Feminino,Saias,Saia Midi,349.9,105.61,,PV25,,,,
SKU_1671_SEA,Saias Saia Midi SKU_1671_SEA,,Feminino,Saias,Saia Midi,349.9,105.61,,PV25,,,,
SKU_1672_FOR,Vestidos Vestido Curto SKU_1672_FOR,,Feminino,Vestidos,Vestido Curto,294.9,93.2,,PV25,,,,
SKU_1672_TEA,Vestidos Vestido Curto SKU_1672_TEA,,Feminino,Vestidos,Vestido Curto,294.9,93.2,,PV25,,,,
SKU_1673_FUC,Calças Calça Jeans SKU_1673_FUC,,Feminino,Calças,Calça Jeans,409.9,139.36,,PV25,,,,
SKU_1673_PEA,Calças Calça Jeans SKU_1673_PEA,,Feminino,Calças,Calça Jeans,409.9,139.36,,PV25,,,,
SKU_1674_PAS,Blusas Blusa Manga Curta SKU_1674_PAS,,Feminino,Blusas,Blusa Manga Curta,229.9,83.66,,PV25,,,,
SKU_1674_WHI,Blusas Blusa Manga Curta SKU_1674_WHI,,Feminino,Blusas,Blusa Manga Curta,229.9,83.66,,PV25,,,,
SKU_1675_CRE,Vestidos Vestido Longo SKU_1675_CRE,,Feminino,Vestidos,Vestido Longo,764.9,253.18,,PV25,,,,
SKU_1675_DEN,Vestidos Vestido Longo SKU_1675_DEN,,Feminino,Vestidos,Vestido Longo,764.9,253.18,,PV25,,,,
SKU_1676_NAV,Blusas Blusa Manga Curta SKU_1676_NAV,,Feminino,Blusas,Blusa Manga Curta,169.9,55.93,,PV25,,,,
SKU_1676_PIN,Blusas Blusa Manga Curta SKU_1676_PIN,,Feminino,Blusas,Blusa Manga Curta,169.9,55.93,,PV25,,,,
SKU_1677_POW,Bolsas Bolsa Tiracolo SKU_1677_POW,,Acessórios,Bolsas,Bolsa Tiracolo,569.9,221.0,,PV25,,,,
SKU_1677_VAN,Bolsas Bolsa Tiracolo SKU_1677_VAN,,Acessórios,Bolsas,Bolsa Tiracolo,569.9,221.0,,PV25,,,,
SKU_1678_LIG,Bolsas Bolsa Tiracolo SKU_1678_LIG,,Acessórios,Bolsas,Bolsa Tiracolo,714.9,263.72,,PV25,,,,
SKU_1678_MAG,Bolsas Bolsa Tiracolo SKU_1678_MAG,,Acessórios,Bolsas,Bolsa Tiracolo,714.9,263.72,,PV25,,,,
SKU_1679_GAR,Vestidos Vestido Longo SKU_1679_GAR,,Feminino,Vestidos,Vestido Longo,919.9,344.47,,PV25,,,,
SKU_1679_SHO,Vestidos Vestido Longo SKU_1679_SHO,,Feminino,Vestidos,Vestido Longo,919.9,344.47,,PV25,,,,
SKU_1680_NAV,Camisas Camisa Alfaiataria SKU_1680_NAV,,Feminino,Camisas,Camisa Alfaiataria,334.9,110.85,,OI25,,,,
SKU_1680_SEA,Camisas Camisa Alfaiataria SKU_1680_SEA,,Feminino,Camisas,Camisa Alfaiataria,334.9,110.85,,OI25,,,,
SKU_1681_OFF,Saias Saia Midi SKU_1681_OFF,,Feminino,Saias,Saia Midi,234.9,77.33,,OI25,,,,
SKU_1681_PIS,Saias Saia Midi SKU_1681_PIS,,Feminino,Saias,Saia Midi,234.9,77.33,,OI25,,,,
SKU_1682_BIR,Saias Saia Midi SKU_1682_BIR,,Feminino,Saias,Saia Midi,234.9,91.89,,OI25,,,,
SKU_1682_OLI,Saias Saia Midi SKU_1682_OLI,,Feminino,Saias,Saia Midi,234.9,91.89,,OI25,,,,
SKU_1683_PAL,Blusas Body SKU_1683_PAL,,Feminino,Blusas,Body,314.9,124.94,,OI25,,,,
SKU_1683_SHO,Blusas Body SKU_1683_SHO,,Feminino,Blusas,Body,314.9,124.94,,OI25,,,,
SKU_1684_HON,Lenços Lenço Estampado SKU_1684_HON,,Acessórios,Lenços,Lenço Estampado,184.9,61.2,,OI25,,,,
SKU_1684_SHO,Lenços Lenço Estampado SKU_1684_SHO,,Acessórios,Lenços,Lenço Estampado,184.9,61.2,,OI25,,,,
SKU_1685_BIR,Casacos e Jaquetas Casaco de Lã SKU_1685_BIR,,Feminino,Casacos e Jaquetas,Casaco de Lã,664.9,220.08,,OI25,,,,
SKU_1685_COB,Casacos e Jaquetas Casaco de Lã SKU_1685_COB,,Feminino,Casacos e Jaquetas,Casaco de Lã,664.9,220.08,,OI25,,,,
SKU_1686_MOS,Blusas Blusa Manga Longa SKU_1686_MOS,,Feminino,Blusas,Blusa Manga Longa,214.9,67.37,,OI25,,,,
SKU_1686_SKY,Blusas Blusa Manga Longa SKU_1686_SKY,,Feminino,Blusas,Blusa Manga Longa,214.9,67.37,,OI25,,,,
SKU_1687_FOR,Casacos e Jaquetas Jaqueta de Couro SKU_1687_FOR,,Feminino,Casacos e Jaquetas,Jaqueta de Couro,899.9,282.42,,OI25,,,,
SKU_1687_WHI,Casacos e Jaquetas Jaqueta de Couro SKU_1687_WHI,,Feminino,Casacos e Jaquetas,Jaqueta de Couro,899.9,282.42,,OI25,,,,
SKU_1688_LIG,Calças Calça Alfaiataria SKU_1688_LIG,,Feminino,Calças,Calça Alfaiataria,429.9,126.52,,OI25,,,,
SKU_1688_WHI,Calças Calça Alfaiataria SKU_1688_WHI,,Feminino,Calças,Calça Alfaiataria,429.9,126.52,,OI25,,,,
SKU_1689_IVO,Casacos e Jaquetas Jaqueta de Couro SKU_1689_IVO,,Feminino,Casacos e Jaquetas,Jaqueta de Couro,964.9,315.52,,OI25,,,,
SKU_1689_MAG,Casacos e Jaquetas Jaqueta de Couro SKU_1689_MAG,,Feminino,Casacos e Jaquetas,Jaqueta de Couro,964.9,315.52,,OI25,,,,
SKU_1690_MAG,Vestidos Vestido Midi SKU_1690_MAG,,Feminino,Vestidos,Vestido Midi,539.9,192.42,,OI25,,,,
SKU_1690_MYS,Vestidos Vestido Midi SKU_1690_MYS,,Feminino,Vestidos,Vestido Midi,539.9,192.42,,OI25,,,,
SKU_1691_HUN,Calças Calça Alfaiataria SKU_1691_HUN,,Feminino,Calças,Calça Alfaiataria,309.9,102.02,,OI25,,,,
SKU_1691_ROS,Calças Calça Alfaiataria SKU_1691_ROS,,Feminino,Calças,Calça Alfaiataria,309.9,102.02,,OI25,,,,
SKU_1692_BLU,Blusas Blusa Manga Longa SKU_1692_BLU,,Feminino,Blusas,Blusa Manga Longa,219.9,72.79,,OI25,,,,
SKU_1692_OLI,Blusas Blusa Manga Longa SKU_1692_OLI,,Feminino,Blusas,Blusa Manga Longa,219.9,72.79,,OI25,,,,
SKU_1693_FLA,Blusas Blusa Manga Longa SKU_1693_FLA,,Feminino,Blusas,Blusa Manga Longa,204.9,67.82,,OI25,,,,
SKU_1693_MEX,Blusas Blusa Manga Longa SKU_1693_MEX,,Feminino,Blusas,Blusa Manga Longa,204.9,67.82,,OI25,,,,
SKU_1694_PIS,Calças Calça Jeans SKU_1694_PIS,,Feminino,Calças,Calça Jeans,279.9,92.65,,OI25,,,,
SKU_1694_SER,Calças Calça Jeans SKU_1694_SER,,Feminino,Calças,Calça Jeans,279.9,92.65,,OI25,,,,
SKU_1695_CRE,T-shirts e Regatas T-shirt Estampada SKU_1695_CRE,,Feminino,T-shirts e Regatas,T-shirt Estampada,209.9,66.75,,OI25,,,,
SKU_1695_LIM,T-shirts e Regatas T-shirt Estampada SKU_1695_LIM,,Feminino,T-shirts e Regatas,T-shirt Estampada,209.9,66.75,,OI25,,,,
SKU_1696_SER,Calças Calça Pantalona SKU_1696_SER,,Feminino,Calças,Calça Pantalona,279.9,83.13,,OI25,,,,
SKU_1696_SHO,Calças Calça Pantalona SKU_1696_SHO,,Feminino,Calças,Calça Pantalona,279.9,83.13,,OI25,,,,
SKU_1697_MIN,Saias Saia Midi SKU_1697_MIN,,Feminino,Saias,Saia Midi,219.9,66.62,,OI25,,,,
SKU_1697_PIS,Saias Saia Midi SKU_1697_PIS,,Feminino,Saias,Saia Midi,219.9,66.62,,OI25,,,,
SKU_1698_PRI,Tricô Suéter SKU_1698_PRI,,Feminino,Tricô,Suéter,419.9,123.58,,OI25,,,,
SKU_1698_SNO,Tricô Suéter SKU_1698_SNO,,Feminino,Tricô,Suéter,419.9,123.58,,OI25,,,,
SKU_1699_CLO,Saias Saia Midi SKU_1699_CLO,,Feminino,Saias,Saia Midi,329.9,107.88,,OI25,,,,
SKU_1699_COB,Saias Saia Midi SKU_1699_COB,,Feminino,Saias,Saia Midi,329.9,107.88,,OI25,,,,
SKU_1700_HUN,Casacos e Jaquetas Blazer SKU_1700_HUN,,Feminino,Casacos e Jaquetas,Blazer,699.9,274.64,,OI25,,,,
SKU_1700_PIS,Casacos e Jaquetas Blazer SKU_1700_PIS,,Feminino,Casacos e Jaquetas,Blazer,699.9,274.64,,OI25,,,,
SKU_1701_BLU,Calças Calça Jeans SKU_1701_BLU,,Feminino,Calças,Calça Jeans,339.9,129.22,,OI25,,,,
SKU_1701_SPA,Calças Calça Jeans SKU_1701_SPA,,Feminino,Calças,Calça Jeans,339.9,129.22,,OI25,,,,
SKU_1702_COR,Casacos e Jaquetas Casaco de Lã SKU_1702_COR,,Feminino,Casacos e Jaquetas,Casaco de Lã,619.9,205.19,,OI25,,,,
SKU_1702_LIG,Casacos e Jaquetas Casaco de Lã SKU_1702_LIG,,Feminino,Casacos e Jaquetas,Casaco de Lã,619.9,205.19,,OI25,,,,
SKU_1703_BLU,Tricô Cardigan SKU_1703_BLU,,Feminino,Tricô,Cardigan,269.9,85.83,,OI25,,,,
SKU_1703_PAS,Tricô Cardigan SKU_1703_PAS,,Feminino,Tricô,Cardigan,269.9,85.83,,OI25,,,,
SKU_1704_BAB,Calças Calça Pantalona SKU_1704_BAB,,Feminino,Calças,Calça Pantalona,334.9,106.5,,OI25,,,,
SKU_1704_PEA,Calças Calça Pantalona SKU_1704_PEA,,Feminino,Calças,Calça Pantalona,334.9,106.5,,OI25,,,,
SKU_1705_JAD,Calças Calça Alfaiataria SKU_1705_JAD,,Feminino,Calças,Calça Alfaiataria,409.9,135.68,,OI25,,,,
SKU_1705_SER,Calças Calça Alfaiataria SKU_1705_SER,,Feminino,Calças,Calça Alfaiataria,409.9,135.68,,OI25,,,,
SKU_1706_BLA,T-shirts e Regatas T-shirt Estampada SKU_1706_BLA,,Feminino,T-shirts e Regatas,T-shirt Estampada,184.9,59.98,,OI25,,,,
SKU_1706_JAD,T-shirts e Regatas T-shirt Estampada SKU_1706_JAD,,Feminino,T-shirts e Regatas,T-shirt Estampada,184.9,59.98,,OI25,,,,
SKU_1707_ARM,Tricô Cardigan SKU_1707_ARM,,Feminino,Tricô,Cardigan,279.9,75.65,,OI25,,,,
SKU_1707_SAP,Tricô Cardigan SKU_1707_SAP,,Feminino,Tricô,Cardigan,279.9,75.65,,OI25,,,,
SKU_1708_FLA,T-shirts e Regatas T-shirt Estampada SKU_1708_FLA,,Feminino,T-shirts e Regatas,T-shirt Estampada,169.9,53.52,,OI25,,,,
SKU_1708_FRE,T-shirts e Regatas T-shirt Estampada SKU_1708_FRE,,Feminino,T-shirts e Regatas,T-shirt Estampada,169.9,53.52,,OI25,,,,
SKU_1709_CRE,T-shirts e Regatas T-shirt Estampada SKU_1709_CRE,,Feminino,T-shirts e Regatas,T-shirt Estampada,209.9,61.77,,OI25,,,,
SKU_1709_MAR,T-shirts e Regatas T-shirt Estampada SKU_1709_MAR,,Feminino,T-shirts e Regatas,T-shirt Estampada,209.9,61.77,,OI25,,,,
SKU_1710_MEX,Casacos e Jaquetas Casaco de Lã SKU_1710_MEX,,Feminino,Casacos e Jaquetas,Casaco de Lã,809.9,240.54,,OI25,,,,
SKU_1710_OLI,Casacos e Jaquetas Casaco de Lã SKU_1710_OLI,,Feminino,Casacos e Jaquetas,Casaco de Lã,809.9,240.54,,OI25,,,,
SKU_1711_ARM,Vestidos Vestido de Festa SKU_1711_ARM,,Feminino,Vestidos,Vestido de Festa,994.9,378.46,,OI25,,,,
SKU_1711_VAN,Vestidos Vestido de Festa SKU_1711_VAN,,Feminino,Vestidos,Vestido de Festa,994.9,378.46,,OI25,,,,
SKU_1712_MOS,Blusas Blusa Manga Longa SKU_1712_MOS,,Feminino,Blusas,Blusa Manga Longa,179.9,59.55,,OI25,,,,
SKU_1712_NAV,Blusas Blusa Manga Longa SKU_1712_NAV,,Feminino,Blusas,Blusa Manga Longa,179.9,59.55,,OI25,,,,
SKU_1713_SAL,Vestidos Vestido Midi SKU_1713_SAL,,Feminino,Vestidos,Vestido Midi,504.9,167.12,,OI25,,,,
SKU_1713_SNO,Vestidos Vestido Midi SKU_1713_SNO,,Feminino,Vestidos,Vestido Midi,504.9,167.12,,OI25,,,,
SKU_1714_DEE,Camisas Camisa Jeans SKU_1714_DEE,,Feminino,Camisas,Camisa Jeans,304.9,96.96,,OI25,,,,
SKU_1714_MID,Camisas Camisa Jeans SKU_1714_MID,,Feminino,Camisas,Camisa Jeans,304.9,96.96,,OI25,,,,
SKU_1715_HON,Blusas Body SKU_1715_HON,,Feminino,Blusas,Body,219.9,69.93,,OI25,,,,
SKU_1715_JAD,Blusas Body SKU_1715_JAD,,Feminino,Blusas,Body,219.9,69.93,,OI25,,,,
SKU_1716_AQU,T-shirts e Regatas T-shirt Estampada SKU_1716_AQU,,Feminino,T-shirts e Regatas,T-shirt Estampada,164.9,54.29,,OI25,,,,
SKU_1716_SAL,T-shirts e Regatas T-shirt Estampada SKU_1716_SAL,,Feminino,T-shirts e Regatas,T-shirt Estampada,164.9,54.29,,OI25,,,,
SKU_1717_CRE,Blusas Blusa Manga Longa SKU_1717_CRE,,Feminino,Blusas,Blusa Manga Longa,259.9,76.62,,OI25,,,,
SKU_1717_MIN,Blusas Blusa Manga Longa SKU_1717_MIN,,Feminino,Blusas,Blusa Manga Longa,259.9,76.62,,OI25,,,,
SKU_1718_DUS,Calças Calça Pantalona SKU_1718_DUS,,Feminino,Calças,Calça Pantalona,369.9,110.22,,OI25,,,,
SKU_1718_SEA,Calças Calça Pantalona SKU_1718_SEA,,Feminino,Calças,Calça Pantalona,369.9,110.22,,OI25,,,,
SKU_1719_OFF,Calças Calça Pantalona SKU_1719_OFF,,Feminino,Calças,Calça Pantalona,319.9,91.27,,OI25,,,,
SKU_1719_WHI,Calças Calça Pantalona SKU_1719_WHI,,Feminino,Calças,Calça Pantalona,319.9,91.27,,OI25,,,,
SKU_1720_PAL,Blusas Blusa Manga Longa SKU_1720_PAL,,Feminino,Blusas,Blusa Manga Longa,224.9,66.8,,OI25,,,,
SKU_1720_PAS,Blusas Blusa Manga Longa SKU_1720_PAS,,Feminino,Blusas,Blusa Manga Longa,224.9,66.8,,OI25,,,,
SKU_1721_COR,Calças Calça Pantalona SKU_1721_COR,,Feminino,Calças,Calça Pantalona,419.9,159.73,,OI25,,,,
SKU_1721_FRE,Calças Calça Pantalona SKU_1721_FRE,,Feminino,Calças,Calça Pantalona,419.9,159.73,,OI25,,,,
SKU_1722_AQU,Calças Calça Jeans SKU_1722_AQU,,Feminino,Calças,Calça Jeans,324.9,107.54,,OI25,,,,
SKU_1722_PAS,Calças Calça Jeans SKU_1722_PAS,,Feminino,Calças,Calça Jeans,324.9,107.54,,OI25,,,,
SKU_1723_COB,Calças Calça Jeans SKU_1723_COB,,Feminino,Calças,Calça Jeans,434.9,143.95,,OI25,,,,
SKU_1723_MOS,Calças Calça Jeans SKU_1723_MOS,,Feminino,Calças,Calça Jeans,434.9,143.95,,OI25,,,,
SKU_1724_PEA,Casacos e Jaquetas Jaqueta de Couro SKU_1724_PEA,,Feminino,Casacos e Jaquetas,Jaqueta de Couro,1114.9,354.54,,OI25,,,,
SKU_1724_PIN,Casacos e Jaquetas Jaqueta de Couro SKU_1724_PIN,,Feminino,Casacos e Jaquetas,Jaqueta de Couro,1114.9,354.54,,OI25,,,,
SKU_1725_BAB,Blusas Blusa Manga Longa SKU_1725_BAB,,Feminino,Blusas,Blusa Manga Longa,244.9,77.88,,OI25,,,,
SKU_1725_OFF,Blusas Blusa Manga Longa SKU_1725_OFF,,Feminino,Blusas,Blusa Manga Longa,244.9,77.88,,OI25,,,,
SKU_1726_BUB,Calças Calça Alfaiataria SKU_1726_BUB,,Feminino,Calças,Calça Alfaiataria,429.9,141.52,,OI25,,,,
SKU_1726_PAS,Calças Calça Alfaiataria SKU_1726_PAS,,Feminino,Calças,Calça Alfaiataria,429.9,141.52,,OI25,,,,
SKU_1727_LIG,T-shirts e Regatas T-shirt Básica SKU_1727_LIG,,Feminino,T-shirts e Regatas,T-shirt Básica,154.9,46.65,,OI25,,,,
SKU_1727_WHI,T-shirts e Regatas T-shirt Básica SKU_1727_WHI,,Feminino,T-shirts e Regatas,T-shirt Básica,154.9,46.65,,OI25,,,,
SKU_1728_EGR,Tricô Suéter SKU_1728_EGR,,Feminino,Tricô,Suéter,329.9,103.56,,OI25,,,,
SKU_1728_MID,Tricô Suéter SKU_1728_MID,,Feminino,Tricô,Suéter,329.9,103.56,,OI25,,,,
SKU_1729_CLE,T-shirts e Regatas T-shirt Básica SKU_1729_CLE,,Feminino,T-shirts e Regatas,T-shirt Básica,174.9,51.47,,OI25,,,,
SKU_1729_FUC,T-shirts e Regatas T-shirt Básica SKU_1729_FUC,,Feminino,T-shirts e Regatas,T-shirt Básica,174.9,51.47,,OI25,,,,
SKU_1730_MIN,Calças Calça Alfaiataria SKU_1730_MIN,,Feminino,Calças,Calça Alfaiataria,319.9,95.01,,OI25,,,,
SKU_1730_OFF,Calças Calça Alfaiataria SKU_1730_OFF,,Feminino,Calças,Calça Alfaiataria,319.9,95.01,,OI25,,,,
SKU_1731_ARM,Vestidos Vestido de Festa SKU_1731_ARM,,Feminino,Vestidos,Vestido de Festa,909.9,346.13,,OI25,,,,
SKU_1731_MIN,Vestidos Vestido de Festa SKU_1731_MIN,,Feminino,Vestidos,Vestido de Festa,909.9,346.13,,OI25,,,,
SKU_1732_OFF,Vestidos Vestido de Festa SKU_1732_OFF,,Feminino,Vestidos,Vestido de Festa,1114.9,367.03,,OI25,,,,
SKU_1732_WHI,Vestidos Vestido de Festa SKU_1732_WHI,,Feminino,Vestidos,Vestido de Festa,1114.9,367.03,,OI25,,,,
SKU_1733_NAV,Camisas Camisa Jeans SKU_1733_NAV,,Feminino,Camisas,Camisa Jeans,349.9,115.82,,OI25,,,,
SKU_1733_SAG,Camisas Camisa Jeans SKU_1733_SAG,,Feminino,Camisas,Camisa Jeans,349.9,115.82,,OI25,,,,
SKU_1734_BRI,Calças Calça Jeans SKU_1734_BRI,,Feminino,Calças,Calça Jeans,349.9,111.27,,OI25,,,,
