Número do Pedido,Código (SKU),Data do Pedido,Quantidade Pedida,Custo Unitário (R$),Fornecedor,Previsão de Entrega,Data de Entrega Real,Status
PED_SKU_1514_PEA_0,SKU_1514_PEA,2024-06-17,132,244.24,,2024-08-01,,Entregue
PED_SKU_1514_PEA_1,SKU_1514_PEA,2024-08-16,132,244.24,,2024-09-30,,Entregue
PED_SKU_1514_PEA_2,SKU_1514_PEA,2024-10-15,132,244.24,,2024-11-29,,Entregue
PED_SKU_1514_SPA_0,SKU_1514_SPA,2024-06-17,146,244.24,,2024-08-01,,Entregue
PED_SKU_1514_SPA_1,SKU_1514_SPA,2024-08-16,146,244.24,,2024-09-30,,Entregue
PED_SKU_1514_SPA_2,SKU_1514_SPA,2024-10-15,146,244.24,,2024-11-29,,Entregue
PED_SKU_1515_SEA_0,SKU_1515_SEA,2024-06-17,107,63.73,,2024-08-01,,Entregue
PED_SKU_1515_SEA_1,SKU_1515_SEA,2024-08-16,107,63.73,,2024-09-30,,Entregue
PED_SKU_1515_SEA_2,SKU_1515_SEA,2024-10-15,107,63.73,,2024-11-29,,Entregue
PED_SKU_1515_SEA_3,SKU_1515_SEA,2024-12-14,107,63.73,,2025-01-28,,Entregue
PED_SKU_1515_AQU_0,SKU_1515_AQU,2024-06-17,131,63.73,,2024-08-01,,Entregue
PED_SKU_1515_AQU_1,SKU_1515_AQU,2024-08-16,131,63.73,,2024-09-30,,Entregue
PED_SKU_1515_AQU_2,SKU_1515_AQU,2024-10-15,131,63.73,,2024-11-29,,Entregue
PED_SKU_1516_CRE_0,SKU_1516_CRE,2024-06-17,192,133.1,,2024-08-01,,Entregue
PED_SKU_1516_CRE_1,SKU_1516_CRE,2024-08-16,192,133.1,,2024-09-30,,Entregue
PED_SKU_1516_EME_0,SKU_1516_EME,2024-06-17,96,133.1,,2024-08-01,,Entregue
PED_SKU_1516_EME_1,SKU_1516_EME,2024-08-16,96,133.1,,2024-09-30,,Entregue
PED_SKU_1516_EME_2,SKU_1516_EME,2024-10-15,96,133.1,,2024-11-29,,Entregue
PED_SKU_1516_EME_3,SKU_1516_EME,2024-12-14,96,133.1,,2025-01-28,,Entregue
PED_SKU_1517_FOR_0,SKU_1517_FOR,2024-06-17,182,456.15,,2024-08-01,,Entregue
PED_SKU_1517_FOR_1,SKU_1517_FOR,2024-08-16,182,456.15,,2024-09-30,,Entregue
PED_SKU_1517_ROS_0,SKU_1517_ROS,2024-06-17,143,456.15,,2024-08-01,,Entregue
PED_SKU_1517_ROS_1,SKU_1517_ROS,2024-08-16,143,456.15,,2024-09-30,,Entregue
PED_SKU_1517_ROS_2,SKU_1517_ROS,2024-10-15,143,456.15,,2024-11-29,,Entregue
PED_SKU_1518_CLE_0,SKU_1518_CLE,2024-06-17,113,74.7,,2024-08-01,,Entregue
PED_SKU_1518_CLE_1,SKU_1518_CLE,2024-08-16,113,74.7,,2024-09-30,,Entregue
PED_SKU_1518_CLE_2,SKU_1518_CLE,2024-10-15,113,74.7,,2024-11-29,,Entregue
PED_SKU_1518_CLE_3,SKU_1518_CLE,2024-12-14,113,74.7,,2025-01-28,,Entregue
PED_SKU_1518_LIM_0,SKU_1518_LIM,2024-06-17,212,74.7,,2024-08-01,,Entregue
PED_SKU_1518_LIM_1,SKU_1518_LIM,2024-08-16,212,74.7,,2024-09-30,,Entregue
PED_SKU_1519_BLU_0,SKU_1519_BLU,2024-06-17,100,200.31,,2024-08-01,,Entregue
PED_SKU_1519_BLU_1,SKU_1519_BLU,2024-08-16,100,200.31,,2024-09-30,,Entregue
PED_SKU_1519_BLU_2,SKU_1519_BLU,2024-10-15,100,200.31,,2024-11-29,,Entregue
PED_SKU_1519_BLU_3,SKU_1519_BLU,2024-12-14,100,200.31,,2025-01-28,,Entregue
PED_SKU_1519_TEA_0,SKU_1519_TEA,2024-06-17,112,200.31,,2024-08-01,,Entregue
PED_SKU_1519_TEA_1,SKU_1519_TEA,2024-08-16,112,200.31,,2024-09-30,,Entregue
PED_SKU_1519_TEA_2,SKU_1519_TEA,2024-10-15,112,200.31,,2024-11-29,,Entregue
PED_SKU_1519_TEA_3,SKU_1519_TEA,2024-12-14,112,200.31,,2025-01-28,,Entregue
PED_SKU_1520_GAR_0,SKU_1520_GAR,2024-06-17,228,74.04,,2024-08-01,,Entregue
PED_SKU_1520_GAR_1,SKU_1520_GAR,2024-08-16,228,74.04,,2024-09-30,,Entregue
PED_SKU_1520_ROY_0,SKU_1520_ROY,2024-06-17,214,74.04,,2024-08-01,,Entregue
PED_SKU_1520_ROY_1,SKU_1520_ROY,2024-08-16,214,74.04,,2024-09-30,,Entregue
PED_SKU_1521_MOS_0,SKU_1521_MOS,2024-06-17,127,60.39,,2024-08-01,,Entregue
PED_SKU_1521_MOS_1,SKU_1521_MOS,2024-08-16,127,60.39,,2024-09-30,,Entregue
PED_SKU_1521_MOS_2,SKU_1521_MOS,2024-10-15,127,60.39,,2024-11-29,,Entregue
PED_SKU_1521_FRE_0,SKU_1521_FRE,2024-06-17,135,60.39,,2024-08-01,,Entregue
PED_SKU_1521_FRE_1,SKU_1521_FRE,2024-08-16,135,60.39,,2024-09-30,,Cancelado
PED_SKU_1521_FRE_2,SKU_1521_FRE,2024-10-15,135,60.39,,2024-11-29,,Entregue
PED_SKU_1522_MOS_0,SKU_1522_MOS,2024-06-17,104,40.96,,2024-08-01,,Entregue
PED_SKU_1522_MOS_1,SKU_1522_MOS,2024-08-16,104,40.96,,2024-09-30,,Entregue
PED_SKU_1522_MOS_2,SKU_1522_MOS,2024-10-15,104,40.96,,2024-11-29,,Entregue
PED_SKU_1522_MOS_3,SKU_1522_MOS,2024-12-14,104,40.96,,2025-01-28,,Entregue
PED_SKU_1522_BIR_0,SKU_1522_BIR,2024-06-17,111,40.96,,2024-08-01,,Entregue
PED_SKU_1522_BIR_1,SKU_1522_BIR,2024-08-16,111,40.96,,2024-09-30,,Entregue
PED_SKU_1522_BIR_2,SKU_1522_BIR,2024-10-15,111,40.96,,2024-11-29,,Entregue
PED_SKU_1522_BIR_3,SKU_1522_BIR,2024-12-14,111,40.96,,2025-01-28,,Entregue
PED_SKU_1523_HOT_0,SKU_1523_HOT,2024-06-17,132,103.55,,2024-08-01,,Entregue
PED_SKU_1523_HOT_1,SKU_1523_HOT,2024-08-16,132,103.55,,2024-09-30,,Entregue
PED_SKU_1523_HOT_2,SKU_1523_HOT,2024-10-15,132,103.55,,2024-11-29,,Entregue
PED_SKU_1523_CRE_0,SKU_1523_CRE,2024-06-17,101,103.55,,2024-08-01,,Entregue
PED_SKU_1523_CRE_1,SKU_1523_CRE,2024-08-16,101,103.55,,2024-09-30,,Entregue
PED_SKU_1523_CRE_2,SKU_1523_CRE,2024-10-15,101,103.55,,2024-11-29,,Entregue
PED_SKU_1523_CRE_3,SKU_1523_CRE,2024-12-14,101,103.55,,2025-01-28,,Entregue
PED_SKU_1524_BLU_0,SKU_1524_BLU,2024-06-17,118,108.86,,2024-08-01,,Cancelado
PED_SKU_1524_BLU_1,SKU_1524_BLU,2024-08-16,118,108.86,,2024-09-30,,Entregue
PED_SKU_1524_BLU_2,SKU_1524_BLU,2024-10-15,118,108.86,,2024-11-29,,Entregue
PED_SKU_1524_DEN_0,SKU_1524_DEN,2024-06-17,179,108.86,,2024-08-01,,Entregue
PED_SKU_1524_DEN_1,SKU_1524_DEN,2024-08-16,179,108.86,,2024-09-30,,Entregue
PED_SKU_1525_MYS_0,SKU_1525_MYS,2024-06-17,141,91.9,,2024-08-01,,Entregue
PED_SKU_1525_MYS_1,SKU_1525_MYS,2024-08-16,141,91.9,,2024-09-30,,Entregue
PED_SKU_1525_MYS_2,SKU_1525_MYS,2024-10-15,141,91.9,,2024-11-29,,Entregue
PED_SKU_1525_OLI_0,SKU_1525_OLI,2024-06-17,134,91.9,,2024-08-01,,Entregue
PED_SKU_1525_OLI_1,SKU_1525_OLI,2024-08-16,134,91.9,,2024-09-30,,Cancelado
PED_SKU_1525_OLI_2,SKU_1525_OLI,2024-10-15,134,91.9,,2024-11-29,,Entregue
PED_SKU_1526_POW_0,SKU_1526_POW,2024-06-17,205,60.55,,2024-08-01,,Cancelado
PED_SKU_1526_POW_1,SKU_1526_POW,2024-08-16,205,60.55,,2024-09-30,,Cancelado
PED_SKU_1526_FOR_0,SKU_1526_FOR,2024-06-17,95,60.55,,2024-08-01,,Entregue
PED_SKU_1526_FOR_1,SKU_1526_FOR,2024-08-16,95,60.55,,2024-09-30,,Entregue
PED_SKU_1526_FOR_2,SKU_1526_FOR,2024-10-15,95,60.55,,2024-11-29,,Entregue
PED_SKU_1526_FOR_3,SKU_1526_FOR,2024-12-14,95,60.55,,2025-01-28,,Entregue
PED_SKU_1527_FUC_0,SKU_1527_FUC,2024-06-17,211,299.54,,2024-08-01,,Entregue
PED_SKU_1527_FUC_1,SKU_1527_FUC,2024-08-16,211,299.54,,2024-09-30,,Entregue
PED_SKU_1527_TEA_0,SKU_1527_TEA,2024-06-17,103,299.54,,2024-08-01,,Entregue
PED_SKU_1527_TEA_1,SKU_1527_TEA,2024-08-16,103,299.54,,2024-09-30,,Entregue
PED_SKU_1527_TEA_2,SKU_1527_TEA,2024-10-15,103,299.54,,2024-11-29,,Entregue
PED_SKU_1527_TEA_3,SKU_1527_TEA,2024-12-14,103,299.54,,2025-01-28,,Entregue
PED_SKU_1528_PAS_0,SKU_1528_PAS,2024-06-17,139,71.13,,2024-08-01,,Entregue
PED_SKU_1528_PAS_1,SKU_1528_PAS,2024-08-16,139,71.13,,2024-09-30,,Entregue
PED_SKU_1528_PAS_2,SKU_1528_PAS,2024-10-15,139,71.13,,2024-11-29,,Entregue
PED_SKU_1528_DEN_0,SKU_1528_DEN,2024-06-17,153,71.13,,2024-08-01,,Entregue
PED_SKU_1528_DEN_1,SKU_1528_DEN,2024-08-16,153,71.13,,2024-09-30,,Entregue
PED_SKU_1528_DEN_2,SKU_1528_DEN,2024-10-15,153,71.13,,2024-11-29,,Entregue
PED_SKU_1529_HUN_0,SKU_1529_HUN,2024-06-17,107,80.62,,2024-08-01,,Entregue
PED_SKU_1529_HUN_1,SKU_1529_HUN,2024-08-16,107,80.62,,2024-09-30,,Entregue
PED_SKU_1529_HUN_2,SKU_1529_HUN,2024-10-15,107,80.62,,2024-11-29,,Entregue
PED_SKU_1529_HUN_3,SKU_1529_HUN,2024-12-14,107,80.62,,2025-01-28,,Entregue
PED_SKU_1529_MIN_0,SKU_1529_MIN,2024-06-17,101,80.62,,2024-08-01,,Entregue
PED_SKU_1529_MIN_1,SKU_1529_MIN,2024-08-16,101,80.62,,2024-09-30,,Entregue
PED_SKU_1529_MIN_2,SKU_1529_MIN,2024-10-15,101,80.62,,2024-11-29,,Entregue
PED_SKU_1529_MIN_3,SKU_1529_MIN,2024-12-14,101,80.62,,2025-01-28,,Entregue
PED_SKU_1530_HON_0,SKU_1530_HON,2024-06-17,143,42.76,,2024-08-01,,Entregue
PED_SKU_1530_HON_1,SKU_1530_HON,2024-08-16,143,42.76,,2024-09-30,,Entregue
PED_SKU_1530_HON_2,SKU_1530_HON,2024-10-15,143,42.76,,2024-11-29,,Entregue
PED_SKU_1530_PEA_0,SKU_1530_PEA,2024-06-17,212,42.76,,2024-08-01,,Entregue
PED_SKU_1530_PEA_1,SKU_1530_PEA,2024-08-16,212,42.76,,2024-09-30,,Entregue
PED_SKU_1531_TEA_0,SKU_1531_TEA,2024-06-17,210,182.02,,2024-08-01,,Entregue
PED_SKU_1531_TEA_1,SKU_1531_TEA,2024-08-16,210,182.02,,2024-09-30,,Entregue
PED_SKU_1531_SNO_0,SKU_1531_SNO,2024-06-17,218,182.02,,2024-08-01,,Entregue
PED_SKU_1531_SNO_1,SKU_1531_SNO,2024-08-16,218,182.02,,2024-09-30,,Entregue
PED_SKU_1532_BRI_0,SKU_1532_BRI,2024-06-17,140,273.57,,2024-08-01,,Entregue
PED_SKU_1532_BRI_1,SKU_1532_BRI,2024-08-16,140,273.57,,2024-09-30,,Entregue
PED_SKU_1532_BRI_2,SKU_1532_BRI,2024-10-15,140,273.57,,2024-11-29,,Entregue
PED_SKU_1532_EME_0,SKU_1532_EME,2024-06-17,140,273.57,,2024-08-01,,Entregue
PED_SKU_1532_EME_1,SKU_1532_EME,2024-08-16,140,273.57,,2024-09-30,,Entregue
PED_SKU_1532_EME_2,SKU_1532_EME,2024-10-15,140,273.57,,2024-11-29,,Entregue
PED_SKU_1533_CER_0,SKU_1533_CER,2024-06-17,148,49.66,,2024-08-01,,Entregue
PED_SKU_1533_CER_1,SKU_1533_CER,2024-08-16,148,49.66,,2024-09-30,,Entregue
PED_SKU_1533_CER_2,SKU_1533_CER,2024-10-15,148,49.66,,2024-11-29,,Entregue
PED_SKU_1533_DUS_0,SKU_1533_DUS,2024-06-17,115,49.66,,2024-08-01,,Entregue
PED_SKU_1533_DUS_1,SKU_1533_DUS,2024-08-16,115,49.66,,2024-09-30,,Entregue
PED_SKU_1533_DUS_2,SKU_1533_DUS,2024-10-15,115,49.66,,2024-11-29,,Entregue
PED_SKU_1533_DUS_3,SKU_1533_DUS,2024-12-14,115,49.66,,2025-01-28,,Entregue
PED_SKU_1534_MYS_0,SKU_1534_MYS,2024-06-17,133,58.83,,2024-08-01,,Entregue
PED_SKU_1534_MYS_1,SKU_1534_MYS,2024-08-16,133,58.83,,2024-09-30,,Entregue
PED_SKU_1534_MYS_2,SKU_1534_MYS,2024-10-15,133,58.83,,2024-11-29,,Entregue
PED_SKU_1534_HUN_0,SKU_1534_HUN,2024-06-17,193,58.83,,2024-08-01,,Entregue
PED_SKU_1534_HUN_1,SKU_1534_HUN,2024-08-16,193,58.83,,2024-09-30,,Entregue
PED_SKU_1535_NAV_0,SKU_1535_NAV,2024-06-17,103,96.65,,2024-08-01,,Entregue
PED_SKU_1535_NAV_1,SKU_1535_NAV,2024-08-16,103,96.65,,2024-09-30,,Entregue
PED_SKU_1535_NAV_2,SKU_1535_NAV,2024-10-15,103,96.65,,2024-11-29,,Entregue
PED_SKU_1535_NAV_3,SKU_1535_NAV,2024-12-14,103,96.65,,2025-01-28,,Entregue
PED_SKU_1535_MOS_0,SKU_1535_MOS,2024-06-17,103,96.65,,2024-08-01,,Entregue
PED_SKU_1535_MOS_1,SKU_1535_MOS,2024-08-16,103,96.65,,2024-09-30,,Entregue
PED_SKU_1535_MOS_2,SKU_1535_MOS,2024-10-15,103,96.65,,2024-11-29,,Entregue
PED_SKU_1535_MOS_3,SKU_1535_MOS,2024-12-14,103,96.65,,2025-01-28,,Entregue
PED_SKU_1536_MOS_0,SKU_1536_MOS,2024-06-17,207,122.92,,2024-08-01,,Entregue
PED_SKU_1536_MOS_1,SKU_1536_MOS,2024-08-16,207,122.92,,2024-09-30,,Entregue
PED_SKU_1536_FRE_0,SKU_1536_FRE,2024-06-17,92,122.92,,2024-08-01,,Entregue
PED_SKU_1536_FRE_1,SKU_1536_FRE,2024-08-16,92,122.92,,2024-09-30,,Entregue
PED_SKU_1536_FRE_2,SKU_1536_FRE,2024-10-15,92,122.92,,2024-11-29,,Entregue
PED_SKU_1536_FRE_3,SKU_1536_FRE,2024-12-14,92,122.92,,2025-01-28,,Entregue
PED_SKU_1537_SAP_0,SKU_1537_SAP,2024-06-17,96,84.37,,2024-08-01,,Entregue
PED_SKU_1537_SAP_1,SKU_1537_SAP,2024-08-16,96,84.37,,2024-09-30,,Entregue
PED_SKU_1537_SAP_2,SKU_1537_SAP,2024-10-15,96,84.37,,2024-11-29,,Entregue
PED_SKU_1537_SAP_3,SKU_1537_SAP,2024-12-14,96,84.37,,2025-01-28,,Entregue
PED_SKU_1537_BLA_0,SKU_1537_BLA,2024-06-17,127,84.37,,2024-08-01,,Entregue
PED_SKU_1537_BLA_1,SKU_1537_BLA,2024-08-16,127,84.37,,2024-09-30,,Entregue
PED_SKU_1537_BLA_2,SKU_1537_BLA,2024-10-15,127,84.37,,2024-11-29,,Entregue
PED_SKU_1538_MAG_0,SKU_1538_MAG,2024-06-17,222,69.48,,2024-08-01,,Entregue
PED_SKU_1538_MAG_1,SKU_1538_MAG,2024-08-16,222,69.48,,2024-09-30,,Entregue
PED_SKU_1538_PAS_0,SKU_1538_PAS,2024-06-17,96,69.48,,2024-08-01,,Entregue
PED_SKU_1538_PAS_1,SKU_1538_PAS,2024-08-16,96,69.48,,2024-09-30,,Cancelado
PED_SKU_1538_PAS_2,SKU_1538_PAS,2024-10-15,96,69.48,,2024-11-29,,Entregue
PED_SKU_1538_PAS_3,SKU_1538_PAS,2024-12-14,96,69.48,,2025-01-28,,Entregue
PED_SKU_1539_BLA_0,SKU_1539_BLA,2024-06-17,132,111.27,,2024-08-01,,Entregue
PED_SKU_1539_BLA_1,SKU_1539_BLA,2024-08-16,132,111.27,,2024-09-30,,Entregue
PED_SKU_1539_BLA_2,SKU_1539_BLA,2024-10-15,132,111.27,,2024-11-29,,Entregue
PED_SKU_1539_PEA_0,SKU_1539_PEA,2024-06-17,210,111.27,,2024-08-01,,Entregue
PED_SKU_1539_PEA_1,SKU_1539_PEA,2024-08-16,210,111.27,,2024-09-30,,Entregue
PED_SKU_1540_BAL_0,SKU_1540_BAL,2024-06-17,99,54.03,,2024-08-01,,Cancelado
PED_SKU_1540_BAL_1,SKU_1540_BAL,2024-08-16,99,54.03,,2024-09-30,,Entregue
PED_SKU_1540_BAL_2,SKU_1540_BAL,2024-10-15,99,54.03,,2024-11-29,,Cancelado
PED_SKU_1540_BAL_3,SKU_1540_BAL,2024-12-14,99,54.03,,2025-01-28,,Entregue
PED_SKU_1540_MAG_0,SKU_1540_MAG,2024-06-17,135,54.03,,2024-08-01,,Entregue
PED_SKU_1540_MAG_1,SKU_1540_MAG,2024-08-16,135,54.03,,2024-09-30,,Entregue
PED_SKU_1540_MAG_2,SKU_1540_MAG,2024-10-15,135,54.03,,2024-11-29,,Entregue
PED_SKU_1541_AQU_0,SKU_1541_AQU,2024-06-17,131,214.62,,2024-08-01,,Entregue
PED_SKU_1541_AQU_1,SKU_1541_AQU,2024-08-16,131,214.62,,2024-09-30,,Cancelado
PED_SKU_1541_AQU_2,SKU_1541_AQU,2024-10-15,131,214.62,,2024-11-29,,Entregue
PED_SKU_1541_POW_0,SKU_1541_POW,2024-06-17,217,214.62,,2024-08-01,,Entregue
PED_SKU_1541_POW_1,SKU_1541_POW,2024-08-16,217,214.62,,2024-09-30,,Entregue
PED_SKU_1542_DEE_0,SKU_1542_DEE,2024-06-17,197,154.69,,2024-08-01,,Entregue
PED_SKU_1542_DEE_1,SKU_1542_DEE,2024-08-16,197,154.69,,2024-09-30,,Entregue
PED_SKU_1542_PEA_0,SKU_1542_PEA,2024-06-17,145,154.69,,2024-08-01,,Entregue
PED_SKU_1542_PEA_1,SKU_1542_PEA,2024-08-16,145,154.69,,2024-09-30,,Entregue
PED_SKU_1542_PEA_2,SKU_1542_PEA,2024-10-15,145,154.69,,2024-11-29,,Entregue
PED_SKU_1543_BAB_0,SKU_1543_BAB,2024-06-17,151,233.7,,2024-08-01,,Entregue
PED_SKU_1543_BAB_1,SKU_1543_BAB,2024-08-16,151,233.7,,2024-09-30,,Entregue
PED_SKU_1543_BAB_2,SKU_1543_BAB,2024-10-15,151,233.7,,2024-11-29,,Entregue
PED_SKU_1543_FLA_0,SKU_1543_FLA,2024-06-17,145,233.7,,2024-08-01,,Entregue
PED_SKU_1543_FLA_1,SKU_1543_FLA,2024-08-16,145,233.7,,2024-09-30,,Entregue
PED_SKU_1543_FLA_2,SKU_1543_FLA,2024-10-15,145,233.7,,2024-11-29,,Entregue
PED_SKU_1544_OLI_0,SKU_1544_OLI,2024-06-17,148,63.57,,2024-08-01,,Entregue
PED_SKU_1544_OLI_1,SKU_1544_OLI,2024-08-16,148,63.57,,2024-09-30,,Entregue
PED_SKU_1544_OLI_2,SKU_1544_OLI,2024-10-15,148,63.57,,2024-11-29,,Entregue
PED_SKU_1544_PEA_0,SKU_1544_PEA,2024-06-17,97,63.57,,2024-08-01,,Entregue
PED_SKU_1544_PEA_1,SKU_1544_PEA,2024-08-16,97,63.57,,2024-09-30,,Entregue
PED_SKU_1544_PEA_2,SKU_1544_PEA,2024-10-15,97,63.57,,2024-11-29,,Entregue
PED_SKU_1544_PEA_3,SKU_1544_PEA,2024-12-14,97,63.57,,2025-01-28,,Entregue
PED_SKU_1545_TEA_0,SKU_1545_TEA,2024-06-17,134,82.65,,2024-08-01,,Entregue
PED_SKU_1545_TEA_1,SKU_1545_TEA,2024-08-16,134,82.65,,2024-09-30,,Entregue
PED_SKU_1545_TEA_2,SKU_1545_TEA,2024-10-15,134,82.65,,2024-11-29,,Entregue
PED_SKU_1545_HOT_0,SKU_1545_HOT,2024-06-17,223,82.65,,2024-08-01,,Entregue
PED_SKU_1545_HOT_1,SKU_1545_HOT,2024-08-16,223,82.65,,2024-09-30,,Entregue
PED_SKU_1546_PAS_0,SKU_1546_PAS,2024-06-17,133,55.62,,2024-08-01,,Entregue
PED_SKU_1546_PAS_1,SKU_1546_PAS,2024-08-16,133,55.62,,2024-09-30,,Entregue
PED_SKU_1546_PAS_2,SKU_1546_PAS,2024-10-15,133,55.62,,2024-11-29,,Entregue
PED_SKU_1546_IVO_0,SKU_1546_IVO,2024-06-17,128,55.62,,2024-08-01,,Entregue
PED_SKU_1546_IVO_1,SKU_1546_IVO,2024-08-16,128,55.62,,2024-09-30,,Entregue
PED_SKU_1546_IVO_2,SKU_1546_IVO,2024-10-15,128,55.62,,2024-11-29,,Entregue
PED_SKU_1547_IVO_0,SKU_1547_IVO,2024-06-17,107,109.2,,2024-08-01,,Entregue
PED_SKU_1547_IVO_1,SKU_1547_IVO,2024-08-16,107,109.2,,2024-09-30,,Entregue
PED_SKU_1547_IVO_2,SKU_1547_IVO,2024-10-15,107,109.2,,2024-11-29,,Entregue
PED_SKU_1547_IVO_3,SKU_1547_IVO,2024-12-14,107,109.2,,2025-01-28,,Entregue
PED_SKU_1547_FUC_0,SKU_1547_FUC,2024-06-17,199,109.2,,2024-08-01,,Entregue
PED_SKU_1547_FUC_1,SKU_1547_FUC,2024-08-16,199,109.2,,2024-09-30,,Entregue
PED_SKU_1548_HOT_0,SKU_1548_HOT,2024-06-17,93,157.19,,2024-08-01,,Entregue
PED_SKU_1548_HOT_1,SKU_1548_HOT,2024-08-16,93,157.19,,2024-09-30,,Entregue
PED_SKU_1548_HOT_2,SKU_1548_HOT,2024-10-15,93,157.19,,2024-11-29,,Entregue
PED_SKU_1548_HOT_3,SKU_1548_HOT,2024-12-14,93,157.19,,2025-01-28,,Entregue
PED_SKU_1548_CLO_0,SKU_1548_CLO,2024-06-17,222,157.19,,2024-08-01,,Entregue
PED_SKU_1548_CLO_1,SKU_1548_CLO,2024-08-16,222,157.19,,2024-09-30,,Entregue
PED_SKU_1549_BAL_0,SKU_1549_BAL,2024-06-17,105,58.8,,2024-08-01,,Entregue
PED_SKU_1549_BAL_1,SKU_1549_BAL,2024-08-16,105,58.8,,2024-09-30,,Entregue
PED_SKU_1549_BAL_2,SKU_1549_BAL,2024-10-15,105,58.8,,2024-11-29,,Entregue
PED_SKU_1549_BAL_3,SKU_1549_BAL,2024-12-14,105,58.8,,2025-01-28,,Entregue
PED_SKU_1549_PAS_0,SKU_1549_PAS,2024-06-17,219,58.8,,2024-08-01,,Entregue
PED_SKU_1549_PAS_1,SKU_1549_PAS,2024-08-16,219,58.8,,2024-09-30,,Entregue
PED_SKU_1550_PAL_0,SKU_1550_PAL,2024-06-17,144,54.29,,2024-08-01,,Entregue
PED_SKU_1550_PAL_1,SKU_1550_PAL,2024-08-16,144,54.29,,2024-09-30,,Entregue
PED_SKU_1550_PAL_2,SKU_1550_PAL,2024-10-15,144,54.29,,2024-11-29,,Entregue
PED_SKU_1550_IVO_0,SKU_1550_IVO,2024-06-17,97,54.29,,2024-08-01,,Entregue
PED_SKU_1550_IVO_1,SKU_1550_IVO,2024-08-16,97,54.29,,2024-09-30,,Entregue
PED_SKU_1550_IVO_2,SKU_1550_IVO,2024-10-15,97,54.29,,2024-11-29,,Entregue
PED_SKU_1550_IVO_3,SKU_1550_IVO,2024-12-14,97,54.29,,2025-01-28,,Entregue
PED_SKU_1551_DUS_0,SKU_1551_DUS,2024-06-17,192,72.79,,2024-08-01,,Entregue
PED_SKU_1551_DUS_1,SKU_1551_DUS,2024-08-16,192,72.79,,2024-09-30,,Entregue
PED_SKU_1551_ROS_0,SKU_1551_ROS,2024-06-17,103,72.79,,2024-08-01,,Entregue
PED_SKU_1551_ROS_1,SKU_1551_ROS,2024-08-16,103,72.79,,2024-09-30,,Entregue
PED_SKU_1551_ROS_2,SKU_1551_ROS,2024-10-15,103,72.79,,2024-11-29,,Entregue
PED_SKU_1551_ROS_3,SKU_1551_ROS,2024-12-14,103,72.79,,2025-01-28,,Entregue
PED_SKU_1552_CLE_0,SKU_1552_CLE,2024-06-17,189,217.24,,2024-08-01,,Entregue
PED_SKU_1552_CLE_1,SKU_1552_CLE,2024-08-16,189,217.24,,2024-09-30,,Entregue
PED_SKU_1552_SAP_0,SKU_1552_SAP,2024-06-17,90,217.24,,2024-08-01,,Entregue
PED_SKU_1552_SAP_1,SKU_1552_SAP,2024-08-16,90,217.24,,2024-09-30,,Cancelado
PED_SKU_1552_SAP_2,SKU_1552_SAP,2024-10-15,90,217.24,,2024-11-29,,Entregue
PED_SKU_1552_SAP_3,SKU_1552_SAP,2024-12-14,90,217.24,,2025-01-28,,Entregue
PED_SKU_1553_DEN_0,SKU_1553_DEN,2024-06-17,102,80.02,,2024-08-01,,Entregue
PED_SKU_1553_DEN_1,SKU_1553_DEN,2024-08-16,102,80.02,,2024-09-30,,Entregue
PED_SKU_1553_DEN_2,SKU_1553_DEN,2024-10-15,102,80.02,,2024-11-29,,Entregue
PED_SKU_1553_DEN_3,SKU_1553_DEN,2024-12-14,102,80.02,,2025-01-28,,Entregue
PED_SKU_1553_HOT_0,SKU_1553_HOT,2024-06-17,139,80.02,,2024-08-01,,Entregue
PED_SKU_1553_HOT_1,SKU_1553_HOT,2024-08-16,139,80.02,,2024-09-30,,Entregue
PED_SKU_1553_HOT_2,SKU_1553_HOT,2024-10-15,139,80.02,,2024-11-29,,Entregue
PED_SKU_1554_PIS_0,SKU_1554_PIS,2024-06-17,219,298.14,,2024-08-01,,Entregue
PED_SKU_1554_PIS_1,SKU_1554_PIS,2024-08-16,219,298.14,,2024-09-30,,Entregue
PED_SKU_1554_SKY_0,SKU_1554_SKY,2024-06-17,131,298.14,,2024-08-01,,Entregue
PED_SKU_1554_SKY_1,SKU_1554_SKY,2024-08-16,131,298.14,,2024-09-30,,Entregue
PED_SKU_1554_SKY_2,SKU_1554_SKY,2024-10-15,131,298.14,,2024-11-29,,Entregue
PED_SKU_1555_FUC_0,SKU_1555_FUC,2024-06-17,95,54.18,,2024-08-01,,Entregue
PED_SKU_1555_FUC_1,SKU_1555_FUC,2024-08-16,95,54.18,,2024-09-30,,Entregue
PED_SKU_1555_FUC_2,SKU_1555_FUC,2024-10-15,95,54.18,,2024-11-29,,Entregue
PED_SKU_1555_FUC_3,SKU_1555_FUC,2024-12-14,95,54.18,,2025-01-28,,Entregue
PED_SKU_1555_RAS_0,SKU_1555_RAS,2024-06-17,200,54.18,,2024-08-01,,Entregue
PED_SKU_1555_RAS_1,SKU_1555_RAS,2024-08-16,200,54.18,,2024-09-30,,Entregue
PED_SKU_1556_SAL_0,SKU_1556_SAL,2024-06-17,132,60.86,,2024-08-01,,Entregue
PED_SKU_1556_SAL_1,SKU_1556_SAL,2024-08-16,132,60.86,,2024-09-30,,Entregue
PED_SKU_1556_SAL_2,SKU_1556_SAL,2024-10-15,132,60.86,,2024-11-29,,Entregue
